"path","category","purpose","review_status","runtime_status","issues_found","issues_fixed","tests_covering_file","risk_remaining","notes"
"athleteos/docs/audit/screenshots/invitation-dark-320.png","preuve visuelle","Capture responsive et theme","asset vérifié","généré par Playwright","Voir registre JSON","","","Ecrans publics uniquement","Inspection visuelle representative"
"athleteos/docs/brand/concepts/apex.svg","configuration","Configuration manifeste ou metadonnee","analysé statiquement","analyse et build si applicable","","","","faible a confirmer sur staging","Inventaire final 2026-08-01"
"athleteos/docs/brand/concepts/lane.svg","configuration","Configuration manifeste ou metadonnee","analysé statiquement","analyse et build si applicable","","","","faible a confirmer sur staging","Inventaire final 2026-08-01"
"athleteos/docs/brand/concepts/orbit-ao.svg","configuration","Configuration manifeste ou metadonnee","analysé statiquement","analyse et build si applicable","","","","faible a confirmer sur staging","Inventaire final 2026-08-01"
"athleteos/docs/brand/concepts/signal.svg","configuration","Configuration manifeste ou metadonnee","analysé statiquement","analyse et build si applicable","","","","faible a confirmer sur staging","Inventaire final 2026-08-01"
"athleteos/docs/brand/logo-directions.svg","configuration","Configuration manifeste ou metadonnee","analysé statiquement","analyse et build si applicable","","","","faible a confirmer sur staging","Inventaire final 2026-08-01"
"athleteos/docs/brand/README.md","documentation","Documentation ou livrable audit","analysé statiquement","relecture statique","","","","A synchroniser apres staging","Etat local sans sur-declaration"
"athleteos/e2e/athlete-journey.spec.js","test","Test automatise ou regression","testé","Playwright public execute; authentifie bloque si applicable","","","Suite locale build ou controle statique","Execution Supabase bloquee par Docker","Voir preuves de test"
"athleteos/e2e/audit-visual.spec.js","test","Test automatise ou regression","testé","Playwright public execute; authentifie bloque si applicable","Voir registre JSON","","Suite locale build ou controle statique","faible","Voir preuves de test"
"athleteos/e2e/coach-journey.spec.js","test","Test automatise ou regression","testé","Playwright public execute; authentifie bloque si applicable","","","Suite locale build ou controle statique","Execution Supabase bloquee par Docker","Voir preuves de test"
"athleteos/e2e/global-setup.mjs","test","Test automatise ou regression","testé","Playwright public execute; authentifie bloque si applicable","","","Suite locale build ou controle statique","faible","Voir preuves de test"
"athleteos/e2e/pwa.spec.js","test","Test automatise ou regression","testé","Playwright public execute; authentifie bloque si applicable","Voir registre JSON","","Suite locale build ou controle statique","faible","Voir preuves de test"
"athleteos/e2e/smoke.spec.js","test","Test automatise ou regression","testé","Playwright public execute; authentifie bloque si applicable","Voir registre JSON","","Suite locale build ou controle statique","faible","Voir preuves de test"
"athleteos/eslint.config.js","code source","Logique frontend ou utilitaire","analysé statiquement","lint typecheck build réussis","","","","faible","Analyse statique et contrats"
"athleteos/GUIDE_IA.md","documentation","Documentation ou livrable audit","corrigé","relecture statique","Voir registre JSON","Oui si relie au registre","Suite locale build ou controle statique","A synchroniser apres staging","Etat local sans sur-declaration"
"athleteos/index.html","configuration","Configuration manifeste ou metadonnee","corrigé","analyse et build si applicable","Voir registre JSON","Oui si relie au registre","Suite locale build ou controle statique","faible a confirmer sur staging","Inventaire final 2026-08-01"
"athleteos/LICENSE","configuration","Configuration manifeste ou metadonnee","analysé statiquement","analyse et build si applicable","","","","faible a confirmer sur staging","Inventaire final 2026-08-01"
"athleteos/package.json","configuration","Configuration manifeste ou metadonnee","analysé statiquement","analyse et build si applicable","","","","faible a confirmer sur staging","Inventaire final 2026-08-01"
"athleteos/package-lock.json","configuration","Configuration manifeste ou metadonnee","corrigé","analyse et build si applicable","Voir registre JSON","Oui si relie au registre","Suite locale build ou controle statique","faible a confirmer sur staging","Inventaire final 2026-08-01"
"athleteos/playwright.config.js","code source","Logique frontend ou utilitaire","analysé statiquement","lint typecheck build réussis","","","","faible","Analyse statique et contrats"
"athleteos/postcss.config.js","code source","Logique frontend ou utilitaire","analysé statiquement","lint typecheck build réussis","","","","faible","Analyse statique et contrats"
"athleteos/public/favicon.svg","configuration","Configuration manifeste ou metadonnee","analysé statiquement","analyse et build si applicable","","","","faible a confirmer sur staging","Inventaire final 2026-08-01"
"athleteos/public/icon.svg","configuration","Configuration manifeste ou metadonnee","analysé statiquement","analyse et build si applicable","","","","faible a confirmer sur staging","Inventaire final 2026-08-01"
"athleteos/public/icon-192.png","asset","Ressource binaire ou visuelle","asset vérifié","inclus dans le build","","","","faible","Verification fonctionnelle par build"
"athleteos/public/icon-512.png","asset","Ressource binaire ou visuelle","asset vérifié","inclus dans le build","","","","faible","Verification fonctionnelle par build"
"athleteos/public/icon-maskable.svg","configuration","Configuration manifeste ou metadonnee","analysé statiquement","analyse et build si applicable","","","","faible a confirmer sur staging","Inventaire final 2026-08-01"
"athleteos/public/icon-maskable-192.png","asset","Ressource binaire ou visuelle","asset vérifié","inclus dans le build","","","","faible","Verification fonctionnelle par build"
"athleteos/public/icon-maskable-512.png","asset","Ressource binaire ou visuelle","asset vérifié","inclus dans le build","","","","faible","Verification fonctionnelle par build"
"athleteos/public/manifest.json","configuration","Configuration manifeste ou metadonnee","corrigé","analyse et build si applicable","Voir registre JSON","Oui si relie au registre","Suite locale build ou controle statique","faible a confirmer sur staging","Inventaire final 2026-08-01"
"athleteos/public/sw.js","code source","Logique frontend ou utilitaire","corrigé","lint typecheck build réussis","Voir registre JSON","Oui si relie au registre","Suite locale build ou controle statique","faible","Analyse statique et contrats"
"athleteos/README.md","documentation","Documentation ou livrable audit","corrigé","relecture statique","Voir registre JSON","Oui si relie au registre","Suite locale build ou controle statique","A synchroniser apres staging","Etat local sans sur-declaration"
"athleteos/repomix-output.xml","hors perimetre","Export Repomix utilisateur","hors périmètre justifié","non exécuté","Voir registre JSON","","","Modification utilisateur préexistante","Exclu des changements audit"
"athleteos/src/App.jsx","code source","Logique frontend ou utilitaire","corrigé","lint typecheck build réussis","Voir registre JSON","Oui si relie au registre","Suite locale build ou controle statique","Parcours authentifie reel a valider","Analyse statique et contrats"
"athleteos/src/athlete/AthleteDashboard.test.jsx","test","Test automatise ou regression","testé","Vitest 356/356 ou integration bloquee selon Docker","","","Suite locale build ou controle statique","faible","Voir preuves de test"
"athleteos/src/athlete/components/DailyStateDetailPanel.jsx","code source","Logique frontend ou utilitaire","corrigé","lint typecheck build réussis","Voir registre JSON","Oui si relie au registre","Suite locale build ou controle statique","Parcours authentifie reel a valider","Analyse statique et contrats"
"athleteos/src/athlete/components/FormeDetailPanel.jsx","code source","Logique frontend ou utilitaire","corrigé","lint typecheck build réussis","Voir registre JSON","Oui si relie au registre","Suite locale build ou controle statique","Parcours authentifie reel a valider","Analyse statique et contrats"
"athleteos/src/athlete/components/InjuryReportModal.jsx","code source","Logique frontend ou utilitaire","corrigé","lint typecheck build réussis","Voir registre JSON","Oui si relie au registre","Suite locale build ou controle statique","Parcours authentifie reel a valider","Analyse statique et contrats"
"athleteos/src/athlete/components/NotificationBanner.jsx","code source","Logique frontend ou utilitaire","analysé statiquement","lint typecheck build réussis","","","","Parcours authentifie reel a valider","Analyse statique et contrats"
"athleteos/src/athlete/components/NotificationCenter.jsx","code source","Logique frontend ou utilitaire","corrigé","lint typecheck build réussis","Voir registre JSON","Oui si relie au registre","Suite locale build ou controle statique","Parcours authentifie reel a valider","Analyse statique et contrats"
"athleteos/src/athlete/components/NotificationIcon.jsx","code source","Logique frontend ou utilitaire","analysé statiquement","lint typecheck build réussis","","","","Parcours authentifie reel a valider","Analyse statique et contrats"
"athleteos/src/athlete/components/TrainingGauge.jsx","code source","Logique frontend ou utilitaire","analysé statiquement","lint typecheck build réussis","","","","Parcours authentifie reel a valider","Analyse statique et contrats"
"athleteos/src/athlete/components/TrainingGauge.test.jsx","test","Test automatise ou regression","testé","Vitest 356/356 ou integration bloquee selon Docker","","","Suite locale build ou controle statique","faible","Voir preuves de test"
"athleteos/src/athlete/components/WellnessModal.jsx","code source","Logique frontend ou utilitaire","corrigé","lint typecheck build réussis","Voir registre JSON","Oui si relie au registre","Suite locale build ou controle statique","Parcours authentifie reel a valider","Analyse statique et contrats"
"athleteos/src/athlete/dashboardFocus.js","code source","Logique frontend ou utilitaire","analysé statiquement","lint typecheck build réussis","","","","Parcours authentifie reel a valider","Analyse statique et contrats"
"athleteos/src/athlete/dashboardFocus.test.js","test","Test automatise ou regression","testé","Vitest 356/356 ou integration bloquee selon Docker","","","Suite locale build ou controle statique","faible","Voir preuves de test"
"athleteos/src/athlete/notificationPresentation.js","code source","Logique frontend ou utilitaire","analysé statiquement","lint typecheck build réussis","","","","Parcours authentifie reel a valider","Analyse statique et contrats"
"athleteos/src/athlete/notificationPresentation.test.js","test","Test automatise ou regression","testé","Vitest 356/356 ou integration bloquee selon Docker","","","Suite locale build ou controle statique","faible","Voir preuves de test"
"athleteos/src/athlete/shared.js","code source","Logique frontend ou utilitaire","analysé statiquement","lint typecheck build réussis","","","","Parcours authentifie reel a valider","Analyse statique et contrats"
"athleteos/src/athlete/shared.test.js","test","Test automatise ou regression","testé","Vitest 356/356 ou integration bloquee selon Docker","","","Suite locale build ou controle statique","faible","Voir preuves de test"
"athleteos/src/athlete/views/AddCompModal.jsx","code source","Logique frontend ou utilitaire","corrigé","lint typecheck build réussis","Voir registre JSON","Oui si relie au registre","Suite locale build ou controle statique","Parcours authentifie reel a valider","Analyse statique et contrats"
"athleteos/src/athlete/views/AddGoalModal.jsx","code source","Logique frontend ou utilitaire","corrigé","lint typecheck build réussis","Voir registre JSON","Oui si relie au registre","Suite locale build ou controle statique","Parcours authentifie reel a valider","Analyse statique et contrats"
"athleteos/src/athlete/views/AddPerfModal.jsx","code source","Logique frontend ou utilitaire","corrigé","lint typecheck build réussis","Voir registre JSON","Oui si relie au registre","Suite locale build ou controle statique","Parcours authentifie reel a valider","Analyse statique et contrats"
"athleteos/src/athlete/views/AthleteClub.jsx","code source","Logique frontend ou utilitaire","corrigé","lint typecheck build réussis","Voir registre JSON","Oui si relie au registre","Suite locale build ou controle statique","Parcours authentifie reel a valider","Analyse statique et contrats"
"athleteos/src/athlete/views/AthleteDashboard.jsx","code source","Logique frontend ou utilitaire","corrigé","lint typecheck build réussis","Voir registre JSON","Oui si relie au registre","Suite locale build ou controle statique","Parcours authentifie reel a valider","Analyse statique et contrats"
"athleteos/src/athlete/views/athleteMessaging.js","code source","Logique frontend ou utilitaire","analysé statiquement","lint typecheck build réussis","","","","Parcours authentifie reel a valider","Analyse statique et contrats"
"athleteos/src/athlete/views/athleteMessaging.test.js","test","Test automatise ou regression","testé","Vitest 356/356 ou integration bloquee selon Docker","","","Suite locale build ou controle statique","faible","Voir preuves de test"
"athleteos/src/athlete/views/AthleteMsgerie.jsx","code source","Logique frontend ou utilitaire","analysé statiquement","lint typecheck build réussis","","","","Parcours authentifie reel a valider","Analyse statique et contrats"
"athleteos/src/athlete/views/AthletePerfs.jsx","code source","Logique frontend ou utilitaire","analysé statiquement","lint typecheck build réussis","","","","Parcours authentifie reel a valider","Analyse statique et contrats"
"athleteos/src/athlete/views/AthletePlanning.jsx","code source","Logique frontend ou utilitaire","analysé statiquement","lint typecheck build réussis","","","","Parcours authentifie reel a valider","Analyse statique et contrats"
"athleteos/src/athlete/views/clubFeed.js","code source","Logique frontend ou utilitaire","analysé statiquement","lint typecheck build réussis","","","","Parcours authentifie reel a valider","Analyse statique et contrats"
"athleteos/src/athlete/views/clubFeed.test.js","test","Test automatise ou regression","testé","Vitest 356/356 ou integration bloquee selon Docker","","","Suite locale build ou controle statique","faible","Voir preuves de test"
"athleteos/src/athlete/views/CreateSessionModal.jsx","code source","Logique frontend ou utilitaire","corrigé","lint typecheck build réussis","Voir registre JSON","Oui si relie au registre","Suite locale build ou controle statique","Parcours authentifie reel a valider","Analyse statique et contrats"
"athleteos/src/athlete/views/MesRapports.jsx","code source","Logique frontend ou utilitaire","analysé statiquement","lint typecheck build réussis","","","","Parcours authentifie reel a valider","Analyse statique et contrats"
"athleteos/src/athlete/views/perfsShared.js","code source","Logique frontend ou utilitaire","analysé statiquement","lint typecheck build réussis","","","","Parcours authentifie reel a valider","Analyse statique et contrats"
"athleteos/src/athlete/views/perfsShared.test.js","test","Test automatise ou regression","testé","Vitest 356/356 ou integration bloquee selon Docker","","","Suite locale build ou controle statique","faible","Voir preuves de test"
"athleteos/src/athlete/views/PerfsWidgets.jsx","code source","Logique frontend ou utilitaire","analysé statiquement","lint typecheck build réussis","","","","Parcours authentifie reel a valider","Analyse statique et contrats"
"athleteos/src/athlete/views/planningShared.jsx","code source","Logique frontend ou utilitaire","analysé statiquement","lint typecheck build réussis","","","","Parcours authentifie reel a valider","Analyse statique et contrats"
"athleteos/src/athlete/views/SessionDetailModal.jsx","code source","Logique frontend ou utilitaire","corrigé","lint typecheck build réussis","Voir registre JSON","Oui si relie au registre","Suite locale build ou controle statique","Parcours authentifie reel a valider","Analyse statique et contrats"
"athleteos/src/athlete/views/SessionDetailModal.test.jsx","test","Test automatise ou regression","testé","Vitest 356/356 ou integration bloquee selon Docker","","","Suite locale build ou controle statique","faible","Voir preuves de test"
"athleteos/src/AthleteApp.jsx","code source","Logique frontend ou utilitaire","corrigé","lint typecheck build réussis","Voir registre JSON","Oui si relie au registre","Suite locale build ou controle statique","Parcours authentifie reel a valider","Analyse statique et contrats"
"athleteos/src/components/auth/AuthFormControls.jsx","code source","Logique frontend ou utilitaire","analysé statiquement","lint typecheck build réussis","","","","Parcours authentifie reel a valider","Analyse statique et contrats"
"athleteos/src/components/auth/authFormUtils.js","code source","Logique frontend ou utilitaire","analysé statiquement","lint typecheck build réussis","","","","Parcours authentifie reel a valider","Analyse statique et contrats"
"athleteos/src/components/auth/authFormUtils.test.js","test","Test automatise ou regression","testé","Vitest 356/356 ou integration bloquee selon Docker","","","Suite locale build ou controle statique","faible","Voir preuves de test"
"athleteos/src/components/auth/AuthShell.jsx","code source","Logique frontend ou utilitaire","analysé statiquement","lint typecheck build réussis","","","","Parcours authentifie reel a valider","Analyse statique et contrats"
"athleteos/src/components/brand/AthleteOSLogo.jsx","code source","Logique frontend ou utilitaire","analysé statiquement","lint typecheck build réussis","","","","Parcours authentifie reel a valider","Analyse statique et contrats"
"athleteos/src/components/brand/AthleteOSLogo.test.jsx","test","Test automatise ou regression","testé","Vitest 356/356 ou integration bloquee selon Docker","","","Suite locale build ou controle statique","faible","Voir preuves de test"
"athleteos/src/components/club/ClubDemoPreview.jsx","code source","Logique frontend ou utilitaire","analysé statiquement","lint typecheck build réussis","","","","Parcours authentifie reel a valider","Analyse statique et contrats"
"athleteos/src/components/club/club-experience.css","configuration","Configuration manifeste ou metadonnee","analysé statiquement","analyse et build si applicable","","","","faible a confirmer sur staging","Inventaire final 2026-08-01"
"athleteos/src/components/club/ClubExperience.test.jsx","test","Test automatise ou regression","testé","Vitest 356/356 ou integration bloquee selon Docker","","","Suite locale build ou controle statique","faible","Voir preuves de test"
"athleteos/src/components/club/ClubInvitationCenter.jsx","code source","Logique frontend ou utilitaire","analysé statiquement","lint typecheck build réussis","","","","Parcours authentifie reel a valider","Analyse statique et contrats"
"athleteos/src/components/club/ClubInvitationCenter.test.jsx","test","Test automatise ou regression","testé","Vitest 356/356 ou integration bloquee selon Docker","","","Suite locale build ou controle statique","faible","Voir preuves de test"
"athleteos/src/components/club/ClubOnboardingCard.jsx","code source","Logique frontend ou utilitaire","analysé statiquement","lint typecheck build réussis","","","","Parcours authentifie reel a valider","Analyse statique et contrats"
"athleteos/src/components/club/InviteClubModal.jsx","code source","Logique frontend ou utilitaire","analysé statiquement","lint typecheck build réussis","","","","Parcours authentifie reel a valider","Analyse statique et contrats"
"athleteos/src/components/navigation/MobileBottomNav.jsx","code source","Logique frontend ou utilitaire","analysé statiquement","lint typecheck build réussis","","","","Parcours authentifie reel a valider","Analyse statique et contrats"
"athleteos/src/components/navigation/MobileMoreSheet.jsx","code source","Logique frontend ou utilitaire","corrigé","lint typecheck build réussis","Voir registre JSON","Oui si relie au registre","Suite locale build ou controle statique","Parcours authentifie reel a valider","Analyse statique et contrats"
"athleteos/src/components/navigation/MobileNavigation.test.jsx","test","Test automatise ou regression","testé","Vitest 356/356 ou integration bloquee selon Docker","","","Suite locale build ou controle statique","faible","Voir preuves de test"
"athleteos/src/components/performance/PerformanceContextChips.jsx","code source","Logique frontend ou utilitaire","analysé statiquement","lint typecheck build réussis","","","","Parcours authentifie reel a valider","Analyse statique et contrats"
"athleteos/src/components/performance/PerformanceMetadataFields.jsx","code source","Logique frontend ou utilitaire","analysé statiquement","lint typecheck build réussis","","","","Parcours authentifie reel a valider","Analyse statique et contrats"
"athleteos/src/components/pwa/AppStatusBanner.jsx","code source","Logique frontend ou utilitaire","corrigé","lint typecheck build réussis","Voir registre JSON","Oui si relie au registre","Suite locale build ou controle statique","Parcours authentifie reel a valider","Analyse statique et contrats"
"athleteos/src/components/pwa/AppStatusBanner.test.jsx","test","Test automatise ou regression","testé","Vitest 356/356 ou integration bloquee selon Docker","","","Suite locale build ou controle statique","faible","Voir preuves de test"
"athleteos/src/components/pwa/PwaAccess.jsx","code source","Logique frontend ou utilitaire","analysé statiquement","lint typecheck build réussis","","","","Parcours authentifie reel a valider","Analyse statique et contrats"
"athleteos/src/components/pwa/PwaAccess.test.jsx","test","Test automatise ou regression","testé","Vitest 356/356 ou integration bloquee selon Docker","","","Suite locale build ou controle statique","faible","Voir preuves de test"
"athleteos/src/components/session/CoachSessionDayPanel.jsx","code source","Logique frontend ou utilitaire","analysé statiquement","lint typecheck build réussis","","","","Parcours authentifie reel a valider","Analyse statique et contrats"
"athleteos/src/components/session/CoachSessionDayPanel.test.jsx","test","Test automatise ou regression","testé","Vitest 356/356 ou integration bloquee selon Docker","","","Suite locale build ou controle statique","faible","Voir preuves de test"
"athleteos/src/components/session/TrainingFocusField.jsx","code source","Logique frontend ou utilitaire","analysé statiquement","lint typecheck build réussis","","","","Parcours authentifie reel a valider","Analyse statique et contrats"
"athleteos/src/components/ui/AccountSettingsModal.jsx","code source","Logique frontend ou utilitaire","analysé statiquement","lint typecheck build réussis","","","","Parcours authentifie reel a valider","Analyse statique et contrats"
"athleteos/src/components/ui/AccountSettingsModal.test.jsx","test","Test automatise ou regression","testé","Vitest 356/356 ou integration bloquee selon Docker","","","Suite locale build ou controle statique","faible","Voir preuves de test"
"athleteos/src/components/ui/AxisRadarCard.jsx","code source","Logique frontend ou utilitaire","analysé statiquement","lint typecheck build réussis","","","","Parcours authentifie reel a valider","Analyse statique et contrats"
"athleteos/src/components/ui/ErrorBoundary.jsx","code source","Logique frontend ou utilitaire","analysé statiquement","lint typecheck build réussis","","","","Parcours authentifie reel a valider","Analyse statique et contrats"
"athleteos/src/components/ui/ErrorState.jsx","code source","Logique frontend ou utilitaire","analysé statiquement","lint typecheck build réussis","","","","Parcours authentifie reel a valider","Analyse statique et contrats"
"athleteos/src/components/ui/LoadingState.jsx","code source","Logique frontend ou utilitaire","analysé statiquement","lint typecheck build réussis","","","","Parcours authentifie reel a valider","Analyse statique et contrats"
"athleteos/src/components/ui/Modal.jsx","code source","Logique frontend ou utilitaire","corrigé","lint typecheck build réussis","Voir registre JSON","Oui si relie au registre","Suite locale build ou controle statique","Parcours authentifie reel a valider","Analyse statique et contrats"
"athleteos/src/components/ui/Modal.test.jsx","test","Test automatise ou regression","testé","Vitest 356/356 ou integration bloquee selon Docker","Voir registre JSON","","Suite locale build ou controle statique","faible","Voir preuves de test"
"athleteos/src/components/ui/premium/index.js","code source","Logique frontend ou utilitaire","analysé statiquement","lint typecheck build réussis","","","","Parcours authentifie reel a valider","Analyse statique et contrats"
"athleteos/src/components/ui/premium/premium-primitives.css","configuration","Configuration manifeste ou metadonnee","analysé statiquement","analyse et build si applicable","","","","faible a confirmer sur staging","Inventaire final 2026-08-01"
"athleteos/src/components/ui/premium/PremiumPrimitives.jsx","code source","Logique frontend ou utilitaire","analysé statiquement","lint typecheck build réussis","","","","Parcours authentifie reel a valider","Analyse statique et contrats"
"athleteos/src/components/ui/premium/PremiumPrimitives.test.jsx","test","Test automatise ou regression","testé","Vitest 356/356 ou integration bloquee selon Docker","","","Suite locale build ou controle statique","faible","Voir preuves de test"
"athleteos/src/context/AuthContext.jsx","code source","Logique frontend ou utilitaire","corrigé","lint typecheck build réussis","Voir registre JSON","Oui si relie au registre","Suite locale build ou controle statique","Parcours authentifie reel a valider","Analyse statique et contrats"
"athleteos/src/context/PwaInstallContext.jsx","code source","Logique frontend ou utilitaire","analysé statiquement","lint typecheck build réussis","","","","Parcours authentifie reel a valider","Analyse statique et contrats"
"athleteos/src/context/pwaInstallState.js","code source","Logique frontend ou utilitaire","analysé statiquement","lint typecheck build réussis","","","","Parcours authentifie reel a valider","Analyse statique et contrats"
"athleteos/src/data/mockData.js","code source","Logique frontend ou utilitaire","analysé statiquement","lint typecheck build réussis","","","","Parcours authentifie reel a valider","Analyse statique et contrats"
"athleteos/src/domain/adminActionsHardening.test.js","test","Test automatise ou regression","testé","Vitest 356/356 ou integration bloquee selon Docker","Voir registre JSON","","Suite locale build ou controle statique","faible","Voir preuves de test"
"athleteos/src/domain/atomicInvitationSignupMigration.test.js","test","Test automatise ou regression","testé","Vitest 356/356 ou integration bloquee selon Docker","Voir registre JSON","","Suite locale build ou controle statique","faible","Voir preuves de test"
"athleteos/src/domain/coachLoadPresentation.js","code source","Logique frontend ou utilitaire","corrigé","lint typecheck build réussis","Voir registre JSON","Oui si relie au registre","Suite locale build ou controle statique","Parcours authentifie reel a valider","Analyse statique et contrats"
"athleteos/src/domain/coachLoadPresentation.test.js","test","Test automatise ou regression","testé","Vitest 356/356 ou integration bloquee selon Docker","Voir registre JSON","","Suite locale build ou controle statique","faible","Voir preuves de test"
"athleteos/src/domain/dailyState.js","code source","Logique frontend ou utilitaire","analysé statiquement","lint typecheck build réussis","","","","Parcours authentifie reel a valider","Analyse statique et contrats"
"athleteos/src/domain/dailyState.test.js","test","Test automatise ou regression","testé","Vitest 356/356 ou integration bloquee selon Docker","","","Suite locale build ou controle statique","faible","Voir preuves de test"
"athleteos/src/domain/disciplines.js","code source","Logique frontend ou utilitaire","analysé statiquement","lint typecheck build réussis","","","","Parcours authentifie reel a valider","Analyse statique et contrats"
"athleteos/src/domain/disciplines.test.js","test","Test automatise ou regression","testé","Vitest 356/356 ou integration bloquee selon Docker","","","Suite locale build ou controle statique","faible","Voir preuves de test"
"athleteos/src/domain/edgeCronHardening.test.js","test","Test automatise ou regression","testé","Vitest 356/356 ou integration bloquee selon Docker","Voir registre JSON","","Suite locale build ou controle statique","faible","Voir preuves de test"
"athleteos/src/domain/invitationLifecycleContract.test.js","test","Test automatise ou regression","testé","Vitest 356/356 ou integration bloquee selon Docker","Voir registre JSON","","Suite locale build ou controle statique","faible","Voir preuves de test"
"athleteos/src/domain/isoWeekContract.test.js","test","Test automatise ou regression","testé","Vitest 356/356 ou integration bloquee selon Docker","Voir registre JSON","","Suite locale build ou controle statique","faible","Voir preuves de test"
"athleteos/src/domain/monitoringMetrics.js","code source","Logique frontend ou utilitaire","analysé statiquement","lint typecheck build réussis","","","","Parcours authentifie reel a valider","Analyse statique et contrats"
"athleteos/src/domain/monitoringMetrics.test.js","test","Test automatise ou regression","testé","Vitest 356/356 ou integration bloquee selon Docker","","","Suite locale build ou controle statique","faible","Voir preuves de test"
"athleteos/src/domain/performanceScale.test.js","test","Test automatise ou regression","testé","Vitest 356/356 ou integration bloquee selon Docker","Voir registre JSON","","Suite locale build ou controle statique","faible","Voir preuves de test"
